id,price
0,3035.99
1,5397.49
2,9056.1
3,4254.79
4,1700.45
5,6035.85
6,4745.4
7,4312.46
8,5067.62
9,15812.55
10,4310.81
11,903.95
12,3274.91
13,1599.84
14,2383.78
15,1128.35
16,1487.13
17,4048.64
18,4168.47
19,868.72
20,2244.56
21,5225.77
22,4171.25
23,606.45
24,17064.13
25,1081.73
26,612.59
27,984.09
28,1614.12
29,924.16
30,10440.34
31,552.7
32,4045.11
33,743.82
34,635.87
35,2294.32
36,6435.41
37,2789.91
38,2858.7
39,649.71
40,509.11
41,9073.03
42,915.49
43,1925.25
44,10480.26
45,2436.7
46,924.43
47,879.99
48,1191.57
49,2889.68
50,589.42
51,4605.01
52,2881.5
53,7147.68
54,5567.73
55,2284.57
56,8940.29
57,2565.12
58,4452.7
59,2951.37
60,1250.83
61,508.72
62,7090.36
63,1185.23
64,8867.32
65,17577.67
66,857.99
67,12099.53
68,5224.72
69,9137.57
70,453.6
71,632.7425
72,900.09
73,1259.34
74,5315.08
75,1832.72
76,8592.93
77,14143.88
78,2850.75
79,6752.27
80,10984.83
81,2114.75
82,13893.29
83,6382.91
84,896.68
85,7974.36
86,1008.39
87,12098.4
88,7820.84
89,15206.49
90,4692.52
91,1341.97
92,1010.24
93,890.7963333333335
94,17558.43
95,503.21
96,14576.87
97,15222.8
98,13237.58
99,769.2
100,2634.31
101,752.8533333333335
102,663.44
103,466.28
104,1029.73
105,1624.07
106,1321.25
107,792.25
108,1094.27
109,732.15
110,640.59
111,1003.83
112,1850.14
113,1672.97
114,1494.34
115,5181.08
116,5330.69
117,16235.13
118,484.69
119,16849.99
120,1271.85
121,1690.12
122,1118.62
123,488.89
124,698.84
125,1264.55
126,1130.18
127,13279.16
128,5267.33
129,5245.43
130,6327.1
131,3517.2
132,6873.67
133,1032.54
134,4093.27
135,1037.65
136,591.81
137,7374.58
138,547.06
139,4353.44
140,851.23
141,1017.74
142,3763.86
143,3421.06
144,761.07
145,6358.58
146,17374.915
147,5308.34
148,2585.5
149,1846.27
150,2489.47
151,1675.65
152,11991.27
153,2859.2
154,701.75
155,15007.82
