id,price
0,2861.1509113991833
1,5573.5219235330505
2,9552.0393863768
3,4005.1007413460875
4,1645.1977184059306
5,5938.476116381041
6,4731.3794139627325
7,4304.5455302516275
8,5532.17420810795
9,15368.434336645489
10,4479.930057892953
11,754.1716391192676
12,2896.5400458386325
13,1590.5043137978735
14,2606.70348348215
15,1211.556178101816
16,1537.8873887964048
17,4060.862937047451
18,3951.4120550347
19,895.1835246271057
20,2205.218020095763
21,4831.632497113722
22,4294.604315925258
23,652.0091054061254
24,16392.164545058244
25,1225.841754674691
26,592.9541827026824
27,1022.5297306919022
28,1651.510065704557
29,881.1292516190044
30,9938.891856247346
31,573.4845088412501
32,4089.9049999378003
33,701.2604665651279
34,719.4005539676941
35,2563.9088627478736
36,6267.041070390465
37,2596.678021068439
38,2822.6201720203157
39,719.5074924679326
40,548.8584815118227
41,9051.139713488365
42,935.6303920501502
43,1854.5620477173143
44,10477.723443376519
45,2376.5701058933687
46,1006.317978779377
47,787.5647644906607
48,1305.3804424411344
49,2850.98284636117
50,657.8824304949316
51,4638.768184130213
52,2893.5078179315287
53,7333.429079594238
54,5547.050580158738
55,2220.3625691221355
56,9046.441842081429
57,2257.176407678562
58,4390.950417433961
59,2708.8137875982766
60,1311.7641758303587
61,613.5438328142964
62,6941.754841831083
63,1129.486381577488
64,8894.851266321459
65,17743.85411784076
66,857.2573417468594
67,11784.505068326871
68,5647.828010090636
69,9787.102779731866
70,455.51718606597603
71,700.9410379659997
72,794.1882196397377
73,1352.288369472177
74,5248.367911948011
75,1829.9740901715395
76,8656.084291846108
77,14251.516454336077
78,2814.45324966566
79,6610.939484850135
80,10810.67124333244
81,2016.2680855074152
82,14333.865348432639
83,6721.7551391392735
84,909.472933412338
85,7680.261077373894
86,1020.3870220879401
87,12285.453220017736
88,8351.966959193598
89,14789.633733588564
90,5090.417671859292
91,1275.0882411441542
92,995.3278450713118
93,840.6186786584531
94,13712.089009595631
95,521.8063336525958
96,14371.09160697115
97,15080.35519345738
98,12430.546921132456
99,644.7830883064325
100,2461.353924273088
101,726.167495857074
102,654.2355076072199
103,479.31466615661066
104,1178.2218248867612
105,1691.3262528766118
106,1278.002556016161
107,747.655069122368
108,1120.726973789808
109,725.1709578505194
110,661.7820528950571
111,1021.6008332712282
112,1805.4191188385942
113,1646.175907880306
114,1517.5999412841918
115,5101.164037677612
116,5130.024767223008
117,15597.528862793979
118,530.9876855341212
119,16711.993460148646
120,1432.723476053556
121,1670.1627257222588
122,1153.4907290029373
123,550.7376814894802
124,669.478994333553
125,1496.5989710104127
126,1275.0833111797908
127,12790.270416893416
128,5480.063523056209
129,5183.3996444999
130,6147.510745116243
131,3171.0509109657414
132,6769.929082443354
133,1050.0006147690758
134,3392.016087955907
135,1081.0635769738417
136,689.5900129847066
